SQL_Table_Name;1C_Metadata_Name;Table_Purpose
ReferenceChngR18058;Справочник.ЭлектронныйДокументВходящийЭДОПрисоединенныеФайлы.Изменения;РегистрацияИзменений
Reference776;Справочник.ЭлектронныйДокументИсходящийЭДОПрисоединенныеФайлы;Основная
Reference776.VT18079;Справочник.ЭлектронныйДокументИсходящийЭДОПрисоединенныеФайлы.УдалитьЭлектронныеПодписи;ТабличнаяЧасть
Reference776.VT18089;Справочник.ЭлектронныйДокументИсходящийЭДОПрисоединенныеФайлы.УдалитьСертификатыШифрования;ТабличнаяЧасть
ReferenceChngR18094;Справочник.ЭлектронныйДокументИсходящийЭДОПрисоединенныеФайлы.Изменения;РегистрацияИзменений
Reference777;Справочник.ЭтапыЗаявокСотрудников;Основная
ReferenceChngR18100;Справочник.ЭтапыЗаявокСотрудников.Изменения;РегистрацияИзменений
Reference778;Справочник.ЭтапыПроизводства;Основная
Reference778.VT18101;Справочник.ЭтапыПроизводства.СтруктурныеЕдиницы;ТабличнаяЧасть
ReferenceChngR18106;Справочник.ЭтапыПроизводства.Изменения;РегистрацияИзменений
Reference779;Справочник.ЭтапыРемонта;Основная
ReferenceChngR18109;Справочник.ЭтапыРемонта.Изменения;РегистрацияИзменений
Reference780;Справочник.ЯзыкиПечатныхФорм;Основная
ReferenceChngR18111;Справочник.ЯзыкиПечатныхФорм.Изменения;РегистрацияИзменений
Reference781;Справочник.Ячейки;Основная
